prefix	title	tag	label	flag	num	text_1	text_2	text_3	text_4	text_5	text_6	text_7	text_8	text_9	text_10	score_1	score_2	score_3	score_4	score_5	score_6	score_7	score_8	score_9	score_10
神级|护美	神级护|美狂|少	百科	1	train	9	神级护|美狂|少|公子|痞	神级|护美|杀手	神级护|美狂|少	神级|护美|杀手|小说	神级|护美|杀手|落雨|辰	神级|护美|杀手|洛枫	神级|护美|狂医|耐心	神级护|美狂|少|txt	神级护|美狂|少|txt|下载	PAD	0.214	0.192	0.190	0.174	0.118	0.042	0.031	0.022	0.016	0.000
音乐	咪咕|音乐	应用	0	train	8	音乐|在线|听歌曲	音乐|下载	音乐|消防车	音乐|播放器	音乐|在线听	音乐|符号	音乐学|专业	音乐|喷泉	PAD	PAD	0.135	0.030	0.029	0.027	0.016	0.011	0.009	0.008	0.000	0.000
月|嫂|先生	月|嫂|先生	百科	1	train	9	月|嫂|先生|剧情|介绍	月|嫂|先生|电视剧|演员表	月|嫂|先生|演员表	月|嫂|先生|剧情	月|嫂|先生|的|演员	月|嫂|先生|电视剧	月|嫂|先生|电视剧|全集	月|嫂|先生|1|-|45|全集	月|嫂|先生|分|集|剧情|介绍	PAD	0.054	0.028	0.024	0.016	0.016	0.013	0.008	0.008	0.007	0.000
舌头|根部|有肉	舌头|根部|有肉|疙瘩|是|怎么回事	健康	0	train	2	舌头|根部|有肉|疙瘩	舌头|根部|有|肉瘤	PAD	PAD	PAD	PAD	PAD	PAD	PAD	PAD	0.735	0.265	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
颇	廉颇	百科	0	train	8	颇|怎么|读	颇|组词	颇|的|意思	颇负盛名|的|意思	颇黎	颇|的|拼音	颇|有|的|意思	颇负盛名	PAD	PAD	0.174	0.170	0.059	0.055	0.046	0.022	0.017	0.015	0.000	0.000
雅迪电	雅迪|电动车|价格|及|图片	知道	1	train	10	雅迪|电动车	雅迪|电动车|官网	雅迪|电动车|价格|及|图片	雅迪|电动车|怎么样	雅迪|电动车|价格表	雅迪|电动车|全部|型号	雅迪|电动车|所有|车型	雅迪|电动车|长跑|600|公里	雅迪|电动车|官方|商城	雅迪|电动车|价格	0.341	0.136	0.102	0.025	0.020	0.020	0.016	0.015	0.012	0.011
192168	19216811	百科	1	train	10	19216811	19216811|登录|入口	19216801|手机|登陆	19216801	19216811|登录|官网	19216811|登陆	19216811|手机|登录	19216811	19216811|手机|登陆	19216801|登录|入口	0.158	0.100	0.057	0.053	0.051	0.043	0.037	0.037	0.025	0.019
o	OPPO	网站	1	train	5	or15	or17	oa3	o|官网	opp	PAD	PAD	PAD	PAD	PAD	0.040	0.031	0.019	0.018	0.016	0.000	0.000	0.000	0.000	0.000
阳光|彩虹	阳光|彩虹|小|白马	音乐	1	train	10	阳光|彩虹|小|白马	阳光|彩虹|小|白马|歌词	阳光|彩虹|小|白马|大张伟	阳光|彩虹|小|白马|歌曲	阳光|彩虹|小|白马|手势|舞	阳光|彩虹|小|白马|图片	阳光|彩虹|小|白马|舞蹈	阳光|彩虹|小|白马	阳光|彩虹|小|白马|简谱	阳光|彩虹|小|白马|铃声	0.522	0.160	0.126	0.022	0.017	0.015	0.015	0.014	0.011	0.008
黑客	黑客|键盘	应用	0	train	9	黑客软件	黑客|教|你|定位|手机号码	黑客|入门	黑客|主题	黑客|教|你|3|分钟|盗|qq|号	黑客技术	黑客|主题|下载	黑客技术|教程	黑客|盗号|免费|教学	PAD	0.075	0.043	0.040	0.040	0.031	0.027	0.025	0.021	0.021	0.000
力拔山兮|气|盖世	垓下|歌|·|力拔山兮|气|盖世	音乐	0	train	5	力拔山兮|气|盖世|全文	力拔山兮|气|盖世|下|一句	力拔山兮|气|盖世|的|意思	力拔山兮|气|盖世|翻译	力拔山兮|气|盖世|全诗	PAD	PAD	PAD	PAD	PAD	0.053	0.021	0.019	0.019	0.007	0.000	0.000	0.000	0.000	0.000
个人所得税|计算	个人所得税|计算器	百科	1	train	10	个人所得税|计算器	个人所得税|计算方法	个人所得税|计算器|2018	个人所得税|计算公式	个人所得税|计算器|公式	个人所得税|计算器|2017	个人所得税|计算|表	个人所得税|计算器|在线	个人所得税|计算方法|器	个人所得税|计算器|表	0.773	0.070	0.030	0.014	0.010	0.004	0.003	0.003	0.002	0.001
中国|研究生	中国|研究生|招生|信息网	网站	1	train	10	中国|研究生|招生|信息网	中国|研究生|招生网	中国|研究生|考研|信息网	中国|研究生|网	中国|研究生|信息网	中国|研究生|官网	中国|研究生|考试网	中国|研究生|招生|考试网	中国|研究生|招生网|官网	中国|研究生|招生	0.779	0.070	0.026	0.021	0.014	0.007	0.007	0.005	0.005	0.005
二手房	二手房	百科	1	train	10	二手房|交易|流程	二手房|交易|税费	二手房|买卖	二手房|税费	二手房|出售|信息	二手房|买卖|流程	二手房|市场	二手房|急售	二手房|出售	二手房|网	0.061	0.050	0.032	0.032	0.026	0.020	0.019	0.018	0.017	0.016
交友	MOMO|陌陌	应用	0	train	8	交友|软件	交友|软件|排行榜	交友网	交友|宣言	交友|软件|哪个|靠|谱	交友|同|城	交友|软件|哪个|最好	交友|app	PAD	PAD	0.114	0.045	0.017	0.016	0.016	0.014	0.011	0.011	0.000	0.000
你|的|任性	你|的|任性|必须|配得|上|你|的|本事	音乐	0	train	1	你|的|任性|让|我|无法忍受	PAD	PAD	PAD	PAD	PAD	PAD	PAD	PAD	PAD	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
moment	MomentofTruth	阅读	0	train	10	momentum	moment|什么|意思	moments	moment|是|什么|意思	moment|怎么|读	moment|什么|意思|中文	momentary	moment|手表	moments|什么|意思	moment|的|意思	0.458	0.101	0.028	0.017	0.009	0.006	0.006	0.005	0.004	0.004
关	关于|贫富	阅读	0	train	8	关晓彤	关之琳	关于|爱情|的|句子	关于|读书|的|名人名言	关于|教师节|的|手抄报|图	关羽	关雎	关悦	PAD	PAD	0.081	0.011	0.005	0.004	0.004	0.004	0.003	0.003	0.000	0.000
微商|水印|相机	抖音|短|视频	应用	0	train	10	微商|水印|相机|下载	微商|水印|相机|下载安装	微商|水印|相机|怎么|使用	微商|水印|相机|使用|教程	微商|水印|相机|转账|截图	微商|水印|相机|怎么|用	微商|水印|相机|视频教程	微商|水印|相机|怎么|抠|图	微商|水印|相机	微商|水印|相机|对话|截图	0.172	0.057	0.027	0.018	0.008	0.007	0.006	0.005	0.005	0.005
励志|名言	要|16|个|字|的|励志|名言	知道	0	train	10	励志|名言|短句|霸气	励志|名言|警句	励志|名言|名句|大全	励志|名言|短句	励志|名言|短句|激励	励志|名言|短句|霸气|八字	励志|名言|短句|激励|学习	励志|名言|警句|摘抄|大全	励志|名言|图片	励志|名言|集锦	0.090	0.031	0.024	0.020	0.017	0.013	0.005	0.004	0.004	0.004
华东|五市	华东|五市|旅游|线路	百科	1	train	10	华东|五市|是|哪五市	华东|五市|旅游|攻略	华东|五市|旅游团|报价	华东|五市|旅游|价格	华东|五市|地图	华东|五市|天气	华东|五市|天气预报|15|天	华东|五市|旅游|线路	华东|五市|旅游	华东|五市|自由|行|顺序	0.325	0.106	0.031	0.019	0.019	0.019	0.016	0.012	0.011	0.011
低	低血压|的|原因|及|该|怎么办	经验	1	train	10	低调|而|又|霸气|的|句子	低血糖	低血压	低血糖|有|什么|症状	低血糖|症状	低血压|吃|什么|好|的|最快	低烧|是|多少度	低血压|怎么办	低维|游戏	低头|含住|她|胸前|的|两粒	0.033	0.028	0.027	0.021	0.019	0.019	0.018	0.015	0.014	0.012
微信|解封	微信|解封|对|自己|有|影响|吗	知道	1	train	10	微信|解封|好友|辅助|验证	微信|解封|有|风险|吗	微信|解封|30|元|一单|骗局	微信|解封|软件	微信|解封|20|元|一单	微信|解封|平台	微信|解封|有|几种|方法	微信|解封|网站	微信|解封|跳过|好友|辅助	微信|解封|器	0.153	0.148	0.051	0.048	0.045	0.023	0.021	0.017	0.017	0.013
双色	福利彩票|双色球|开奖|结果	百科	0	train	10	双色球|开奖|结果	双色球	双色球|走势图	双色球|开奖|结	双色球|开奖	双色球|开奖号码	双色球|开奖|结果|走势图	双色球|开奖|号	双色球|开奖|结果|今天	双色球|预测	0.352	0.155	0.093	0.053	0.048	0.023	0.020	0.015	0.010	0.009
汽车	汽车|之|家	应用	0	train	9	汽车|之|家	汽车|之家|2018|最新|报价	汽车|时刻表	汽车票|查询	汽车|标志|大全	汽车|之家|官网	汽车报价|大全	汽车报价	汽车票	PAD	0.168	0.037	0.023	0.021	0.020	0.017	0.016	0.010	0.009	0.000
眼|保健	新|眼保健操|图解	经验	1	train	10	眼保健操	眼保健操|视频	眼保健操|怎么|做	眼保健操|的|正确|做法|图	眼保健操|音乐	眼保健操|图解	眼|保健|按摩	眼保健操|步骤	眼保健操|视频|正确|做法	眼保健操|的|正确|步骤	0.286	0.144	0.112	0.081	0.076	0.034	0.034	0.022	0.016	0.015
爱奇艺	爱奇艺|阅读	应用	0	train	10	爱奇艺|下载	爱奇艺|官网	爱奇艺|\|电视剧	爱奇艺|视频	爱奇艺|会员	爱奇艺|会员|账号|免费	爱奇艺|\	爱奇艺|app|下载	爱奇艺	爱奇|艺下|截	0.078	0.047	0.027	0.025	0.021	0.013	0.013	0.013	0.009	0.007
学科	学科|网	百科	0	train	10	学科|网	学科|网|首页	学科|分类目录	学科|网|初中	学科|网|高中	学科|英语	学科|门类	学科|评估	学科|网|作业系统	学科分类|号	0.415	0.076	0.031	0.023	0.017	0.016	0.015	0.014	0.014	0.013
吃|丝瓜	牛皮癣|患者|吃|丝瓜|有|什么|好处|吗	健康	0	train	10	吃|丝瓜|有|什么|好处	吃|丝瓜|的|好处	吃|丝瓜|下奶|吗	吃|丝瓜|减肥|吗	吃|丝瓜|的|好处|和|坏处	吃|丝瓜|会|胖|吗	吃|丝瓜|的|功效|与|作用	吃丝|瓜子|有|什么|好处	吃|丝瓜|去皮|吗	吃|丝瓜|好|吗	0.559	0.094	0.034	0.032	0.024	0.020	0.018	0.014	0.014	0.012
牙龈|出血	牙龈|出血|是|什么|原因|导致|的	经验	0	train	10	牙龈|出血|是|什么|原因	牙龈|出血|怎么办	牙龈|出血|吃|什么|药	牙龈|出血|如何|治疗	牙龈|出血|怎么回事	牙龈|出血|口臭|怎么办	牙龈|出血|严重	牙龈|出血|的|治疗|方法	牙龈|出血|用|什么|牙膏	牙龈|出血|是|怎么回事	0.353	0.059	0.032	0.024	0.016	0.009	0.008	0.007	0.005	0.004
足三里	足三里|穴位|位置图|和|作用	经验	0	train	10	足三里|的|准确|位置图|女	足三里|的|准确|位置图	足三里|穴	足三里|的|作用|与|好处	足三里|的|准确|位置|图片	足三里|位置	足三里|百度|百科	足三里|位置图|和|作用	足三里|穴位|图	足三里|按摩|方法	0.226	0.127	0.067	0.050	0.046	0.046	0.009	0.008	0.007	0.007
桃花|宝典	桃花|宝典	百科	0	train	8	桃花|宝典|漫画	桃花|宝典|免费漫画|全集	桃花|宝典|小说	桃花|宝典|漫画|全集|免费	桃花|宝典|漫画|免费	桃花|宝典|漫画|全集	桃花|宝典|小说|免费	桃花|宝典|小说|免费|读	PAD	PAD	0.174	0.096	0.056	0.038	0.026	0.023	0.018	0.015	0.000	0.000
宝马|740	宝马|740	百科	0	train	10	宝马|740li|价格	宝马|740|多少|钱	宝马|740li	宝马|740|价格|多少	宝马|740|价格	宝马|740|图片	宝马|740|报价	宝马|740|多少|钱|一辆	宝马|740li|最新|价格	宝马|740|报价|及|图片	0.196	0.119	0.114	0.027	0.023	0.017	0.016	0.014	0.011	0.009
左炔|诺|孕酮	左炔|诺|孕酮|片	健康	0	train	10	左炔|诺|孕酮|片	左炔|诺|孕酮|肠溶片	左炔|诺|孕酮|肠溶|胶囊	左炔|诺|孕酮|片|伤害|大|吗	左炔|诺|孕酮|滴丸	左炔|诺|孕酮|片|怎么|吃	左炔|诺|孕酮|片|怎么样	左炔|诺|孕酮|炔雌醚|片	左炔|诺|孕酮|分散片	左炔|诺|孕酮|片|一片|装	0.331	0.251	0.138	0.054	0.026	0.017	0.015	0.013	0.011	0.011
当归	当归	百科	1	train	10	当归|的|功效|与|作用	当归|的|功效	当归|图片	当归|黄芪|泡水|喝|的|功效	当归|的|功效|与|作用|吃法	当归|黄芪	当归|苦参|丸	当归|泡水|喝|的|功效	当归|煮|鸡蛋	当归|四逆汤	0.163	0.102	0.046	0.016	0.015	0.013	0.013	0.012	0.011	0.010
昌鱼	红烧|武昌鱼|的|做法	菜谱	1	train	10	昌鱼|的|家常|做法	昌鱼|怎么|做|好吃	昌鱼|图片	昌鱼|的|做法	昌鱼|的|营养价值|及|功效	昌鱼|家常|做法	昌鱼|图片|大全	昌鱼|是|海鱼|还是|淡水鱼	昌鱼|怎么|做	昌鱼|的|做法|大|全家|常	0.350	0.173	0.101	0.042	0.017	0.015	0.014	0.009	0.008	0.008
平遥	平遥|古城|-|旅游|攻略	旅游	1	train	10	平遥|古城	平遥|古城|旅游|攻略	平遥|天气预报	平遥|天气	平遥|古城|在|哪	平遥|古城|5|个|必去|景点	平遥|古城|门票	平遥|古城|旅游	平遥|政府网	平遥|天气预报|一周|天气	0.163	0.070	0.040	0.036	0.022	0.020	0.018	0.012	0.010	0.010
福原|爱	福原|爱	百科	1	train	9	福原|爱|和|江宏杰	福原|爱|是|谁	福原|爱|为什么|会|中文	福原|爱|老公	福原|爱|微博	福原|爱|老公|江宏杰	福原|爱|小时候	福原|爱|百度|百科	福原|爱|东北|话	PAD	0.070	0.059	0.015	0.013	0.010	0.008	0.008	0.006	0.006	0.000
十五道	十五道|沟	百科	0	train	10	十五道|沟|风景区	十五道|沟	十五道|题测测|你|的|智商	十五道|沟|天气预报	十五道|沟|在|哪	十五道|沟|最佳|旅游|时间	十五道|沟|风景区|门票	十五道|沟望|天鹅|风景区	十五道|沟|旅游|攻略	十五道|沟|门票|多少|钱	0.286	0.154	0.135	0.063	0.062	0.049	0.033	0.026	0.025	0.018
十八|大	十八|大|报告	百科	1	train	10	十八|大|召开|时间	十八|大|时间	十八|大|精神	十八|大|报告	十八|大|心得体会	十八|大|常委	十八|大|学习|心得体会	十八|大|主题	十八|大|以来	十八|大|以来|的|五年	0.040	0.038	0.038	0.035	0.018	0.016	0.013	0.011	0.011	0.010
汽车	汽车|之|家	应用	0	train	9	汽车|之|家	汽车|之家|2018|最新|报价	汽车|时刻表	汽车票|查询	汽车|标志|大全	汽车|之家|官网	汽车报价|大全	汽车报价	汽车票	PAD	0.168	0.037	0.023	0.021	0.020	0.017	0.016	0.010	0.009	0.000
抖音	快手	应用	0	train	8	抖音|下载	抖音|最火|的|音乐	抖音|短|视频	抖音|歌曲	抖音|怎么|合拍	抖音|十大|神曲	抖音	抖音|2018|最火前|20|首歌	PAD	PAD	0.023	0.022	0.022	0.012	0.009	0.005	0.004	0.004	0.000	0.000
贷款|计	易|贷款|计算器	百科	0	train	10	贷款|计算器	贷款|计算器|2018	贷款|计算机	贷款|计算	贷款|计算器|在线|计算	贷款|计算公式	贷款|计算器|买房	贷款|计算器|最新|2018	贷款|计算器|2017	贷款|计算器|2018|年	0.857	0.071	0.036	0.012	0.006	0.004	0.003	0.002	0.001	0.001
faceb	FACEBOOK|主题	百科	0	train	9	facebook|下载	facebook|登录	facebookmessenger	facebook|官网	facebook|客户端|官方|下载	facebook|注册	facebook|安卓|中文版	facebook2018|下载|中文版	facebook|下载|安卓版	PAD	0.128	0.044	0.020	0.015	0.015	0.014	0.014	0.013	0.008	0.000
抖音	抖音|短|视频	应用	1	train	8	抖音|下载	抖音|最火|的|音乐	抖音|短|视频	抖音|歌曲	抖音|怎么|合拍	抖音|十大|神曲	抖音	抖音|2018|最火前|20|首歌	PAD	PAD	0.023	0.022	0.022	0.012	0.009	0.005	0.004	0.004	0.000	0.000
抖音	抖音|短|视频	应用	1	train	8	抖音|下载	抖音|最火|的|音乐	抖音|短|视频	抖音|歌曲	抖音|怎么|合拍	抖音|十大|神曲	抖音	抖音|2018|最火前|20|首歌	PAD	PAD	0.023	0.022	0.022	0.012	0.009	0.005	0.004	0.004	0.000	0.000
离婚	律律|律师|法律咨询	应用	0	train	10	离婚|协议书	离婚|需要|什么|手续	离婚|协议书|范文	离婚|女人|交友|群	离婚|协议书|怎么|写	离婚|协议书|范本	离婚|后|我|每天|日|女儿	离婚|协议	离婚证|图片	离婚|咨询	0.074	0.064	0.051	0.038	0.038	0.037	0.024	0.022	0.019	0.019
广东|工业	广东|工业|大学|-|旅游|攻略	旅游	0	train	10	广东|工业|大学	广东|工业|大学|华立|学院	广东|工业|大学|是|几本	广东|工业|大学|官网	广东|工业|大学|是|211|吗	广东|工业|制造|技工学校	广东|工业|大学|龙洞|校区	广东|工业|大学|贴|吧	广东|工业|大学|迎新|网	广东|工业|大学|教务|系统	0.639	0.145	0.026	0.016	0.014	0.014	0.013	0.010	0.007	0.006
古汉|养生|精片	古汉|养生|精片	百科	1	train	3	古汉|养生|精片|的|功效	古汉|养生|精片|适合|人群	古汉|养生|精片|怎么样	PAD	PAD	PAD	PAD	PAD	PAD	PAD	0.080	0.072	0.038	0.000	0.000	0.000	0.000	0.000	0.000	0.000
普拉达	普拉达	百科	1	train	10	普拉达|官网	普拉达|女包	普拉达|男包	普拉达|中国|官网|旗舰店	普拉达|prada|官网	普拉达|英文	普拉达|香水	普拉达|包包	普拉达|男鞋	普拉达|是|什么|档次	0.140	0.079	0.039	0.013	0.012	0.012	0.009	0.008	0.007	0.007
桃色|小	桃色|小|职员	阅读	0	train	9	桃色|小|乡村|小说	桃色|小村|医	桃色|小村|医|小说	桃色|小|乡村	桃色|小|农民	桃色|小说	桃色|小山村	桃色|小村|医吴|大宝	桃色|小|农民|小姨子	PAD	0.289	0.279	0.182	0.092	0.061	0.019	0.011	0.007	0.005	0.000
汉中	皇|包车|旅行	应用	0	train	10	汉中|天气	汉中|天气预报	汉中|职业|技术|学院	汉中|旅游	汉中|地震	汉中|王传	汉中市	汉中|地震|最新消息|今天	汉中|吧	汉中|地震|最新消息	0.060	0.039	0.036	0.025	0.020	0.020	0.015	0.014	0.013	0.012
黑芝麻糊	自制|黑芝麻糊|的|做法	菜谱	1	train	10	黑芝麻糊|的|功效|与|作用	黑芝麻糊|怎么|做	黑芝麻糊|的|做法	黑芝麻糊|热量	黑芝麻糊|能|生发|吗	黑芝麻糊|怎么|吃	黑芝麻糊|怎么|冲	黑芝麻糊|会|发胖|吗	黑芝麻糊|哪个|牌子|好	黑芝麻糊|哪个|牌子|最纯	0.359	0.101	0.033	0.021	0.017	0.014	0.012	0.011	0.010	0.008
炖	土豆|炖排骨|的|做法	菜谱	0	train	10	炖排骨	炖鱼|的|家常|做法	炖排骨|的|做法	炖鸡汤	炖鸡|的|做法	炖排骨|的|家常|做法	炖牛肉	炖鸡汤|的|做法|大全	炖牛肉|的|做法	炖肉|的|做法	0.041	0.035	0.029	0.029	0.021	0.021	0.019	0.018	0.016	0.014
爱奇艺	爱奇艺|阅读	应用	0	train	10	爱奇艺|下载	爱奇艺|官网	爱奇艺|\|电视剧	爱奇艺|视频	爱奇艺|会员	爱奇艺|会员|账号|免费	爱奇艺|\	爱奇艺|app|下载	爱奇艺	爱奇|艺下|截	0.078	0.047	0.027	0.025	0.021	0.013	0.013	0.013	0.009	0.007
人流	人流|后|多久|可以|同房	经验	1	train	10	人流|后|多久|来|月经	人流|后|注意事项	人流|手术	人流|后|多久|可以|同房	人流|后|多久|可以|出门	人流|后|吃|什么	人流|后|吃|什么|恢复|快	人流|后|可以|吃|什么|水果	人流|后|多久|可以|洗澡	人流|多少|钱	0.072	0.058	0.036	0.032	0.026	0.013	0.010	0.009	0.009	0.007
白描	白描	应用	1	train	10	白描|手法	白描|荷花	白|描画	白描|花卉	白描|人物	白描|图片	白描|写作|手法	白描|手法|是|什么|意思	白描|手法|的|例子	白|描画|图片|大全	0.131	0.084	0.080	0.046	0.039	0.024	0.012	0.012	0.011	0.011
着床	着床|出血	健康	0	train	10	着床|有|什么|症状|或|感觉	着床|出血	着床|成功|的|分泌物|图片	着床|成功|后|最早|的|症状	着床|成功|出血|的|图片	着床|出血|和|月经|的|区别	着床|成功|怀孕|后|体温|图	着床|成功|排卵|试纸|颜色	着床|成功|后|出血|图片	着床|失败|会|排出|分泌物	0.092	0.057	0.051	0.047	0.039	0.032	0.029	0.028	0.024	0.018
百	百度|地图	应用	0	train	10	百度|一下	百度	百度|翻译	百度|地图	百世|快递|单|号|查询	百世|快递	百度|贴|吧	百度网|盘	百度|翻译|在线翻译	百姓网	0.809	0.051	0.010	0.006	0.005	0.003	0.002	0.002	0.002	0.002
紫薯	紫薯|粥|的|做法	菜谱	0	train	10	紫薯|的|做法|大全	紫薯|的|功效|与|作用	紫薯|粥	紫薯|热量	紫薯|饼	紫薯|馒头	紫薯|球	紫薯|糯米|丸子	紫薯|饼|的|做法	紫薯|馒头|的|做法	0.087	0.055	0.027	0.024	0.022	0.019	0.018	0.013	0.012	0.012
铁通	中移|铁通	百科	0	train	10	铁通|客服|电话	铁通|宽带	铁通|营业厅	铁通|电话	铁通|客服	铁通|网上|营业厅	铁通|网上|营业厅|缴费	铁通|宽带|客服|电话	铁通|营业厅|地址|电话	铁通|客服|电话|是|多少	0.224	0.103	0.053	0.035	0.028	0.026	0.025	0.019	0.017	0.015
